id,loan_pred,loan_prob
58747,0,0.0008
58748,0,0.0096
58749,0,0.0221
58750,0,0.0078
58751,0,0.0323
58752,1,0.9481
58753,0,0.0005
58754,0,0.0845
58755,0,0.1899
58756,0,0.0022
58757,0,0.0531
58758,0,0.0045
58759,0,0.0016
58760,0,0.0017
58761,0,0.0056
58762,0,0.0008
58763,1,0.8994
58764,0,1e-04
58765,0,0.0132
58766,0,0.0051
58767,0,0.002
58768,1,0.9659
58769,0,0.0005
58770,0,0.0205
58771,0,0.0279
58772,0,0.0143
58773,0,0.0188
58774,0,0.0021
58775,1,0.9876
58776,1,0.7353
58777,0,0.0096
58778,0,0.0789
58779,0,0.0496
58780,0,0.0125
58781,0,0.0083
58782,0,0.0211
58783,0,0.0322
58784,0,0.0032
58785,0,0.001
58786,0,0.1015
58787,0,0.0332
58788,0,0.1726
58789,0,0.0181
58790,0,0.0149
58791,0,0.0804
58792,0,0.0005
58793,0,0.0534
58794,0,0.0068
58795,0,0.0073
58796,0,0.0146
58797,0,0.0093
58798,0,0.0619
58799,1,0.8547
58800,0,0.017
58801,0,0.0011
58802,1,0.93
58803,0,0.3547
58804,1,0.6265
58805,1,0.9043
58806,0,0.0456
58807,0,0.0141
58808,0,0.0074
58809,1,0.9686
58810,1,0.9522
58811,0,0.0235
58812,0,0.0276
58813,0,0.0714
58814,0,0.0348
58815,0,0.0034
58816,0,0.0093
58817,0,0.0027
58818,0,0.0304
58819,0,0.114
58820,0,0.0009
58821,0,0.0257
58822,0,0.0005
58823,0,0.1196
58824,0,0.0344
58825,0,0.0005
58826,0,0.1372
58827,0,0.0078
58828,0,0.0022
58829,0,0.1263
58830,0,0.0086
58831,0,0.2324
58832,0,0.0044
58833,0,0.002
58834,0,0.0027
58835,1,0.9911
58836,0,0.0248
58837,0,0.0449
58838,0,0.0016
58839,0,0.0003
58840,0,0.0059
58841,1,0.9539
58842,0,0.0015
58843,0,0.0153
58844,0,0.0491
58845,0,0.0834
58846,0,0.0
58847,1,0.977
58848,0,0.1214
58849,0,0.1861
58850,0,0.0148
58851,0,0.1052
58852,0,0.376
58853,0,0.0263
58854,1,0.9892
58855,0,0.2204
58856,0,0.0024
58857,0,0.022
58858,0,0.2396
58859,0,0.0091
58860,0,0.0025
58861,0,0.0207
58862,0,0.1161
58863,0,0.1427
58864,0,0.0027
58865,0,0.1064
58866,0,0.0056
58867,0,0.0
58868,0,0.11
58869,0,0.0093
58870,0,0.1048
58871,0,0.0009
58872,0,0.0102
58873,0,0.0089
58874,1,0.9824
58875,0,0.0088
58876,0,0.0024
58877,0,0.0009
58878,0,0.0427
58879,0,0.0025
58880,0,0.0064
58881,0,0.038
58882,0,0.0007
58883,0,0.1494
58884,0,0.1556
58885,0,0.2543
58886,0,0.0033
58887,1,0.9517
58888,0,0.1527
58889,1,0.9941
58890,0,0.0761
58891,0,0.3925
58892,0,0.0441
58893,0,0.0055
58894,0,0.0457
58895,0,1e-04
58896,0,0.0042
58897,0,0.0274
58898,0,0.0922
58899,1,0.9664
58900,0,0.0129
58901,0,0.0658
58902,0,0.1101
58903,0,0.0027
58904,0,0.0288
58905,0,0.0012
58906,0,0.0482
58907,0,0.0465
58908,0,0.0038
58909,0,0.0262
58910,0,0.0009
58911,0,0.056
58912,0,1e-04
58913,0,0.2142
58914,0,0.0178
58915,0,0.0083
58916,0,0.0177
58917,0,0.0594
58918,0,0.0044
58919,0,0.0005
58920,0,0.2041
58921,0,0.0006
58922,0,0.047
58923,0,0.0014
58924,0,0.0333
58925,0,0.0072
58926,0,0.1414
58927,0,0.0087
58928,0,0.1052
58929,0,0.0004
58930,0,0.0089
58931,1,0.9925
58932,1,0.9767
58933,0,0.3699
58934,0,0.0229
58935,0,0.0162
58936,0,0.0316
58937,0,0.0161
58938,0,0.0068
58939,0,0.0025
58940,0,0.0034
58941,1,0.9718
58942,1,0.9534
58943,0,0.1311
58944,0,0.0024
58945,0,0.0165
58946,0,0.0432
58947,0,0.0115
58948,0,0.0083
58949,0,1e-04
58950,0,0.258
58951,0,0.0139
58952,0,0.0032
58953,0,0.0033
58954,1,0.9947
58955,0,0.0136
58956,0,0.0002
58957,1,0.9959
58958,1,0.9964
58959,0,0.0024
58960,0,0.0301
58961,0,0.0102
58962,0,0.105
58963,0,0.0604
58964,0,0.0137
58965,0,0.0152
58966,0,0.0446
58967,0,0.0008
58968,0,0.0079
58969,0,0.2439
58970,0,0.0018
58971,0,0.0913
58972,0,0.0331
58973,1,0.994
58974,0,0.1302
58975,0,0.0422
58976,0,0.0213
58977,0,0.0392
58978,0,0.0101
58979,0,0.0111
58980,0,0.0115
58981,0,0.0004
58982,0,0.0135
58983,0,0.0009
58984,0,0.0252
58985,0,0.0158
58986,1,0.9854
58987,0,0.0022
58988,0,0.0095
58989,0,0.0358
58990,0,0.0011
58991,0,0.0319
58992,0,0.0205
58993,0,0.004
58994,0,0.0124
58995,1,0.9982
58996,0,0.0203
58997,1,0.908
58998,0,0.0008
58999,0,0.0064
59000,0,0.0497
59001,0,0.2273
59002,0,0.0898
59003,0,0.042
59004,0,0.0095
59005,0,0.0014
59006,0,0.0463
59007,0,0.0395
59008,1,0.9835
59009,0,0.0088
59010,0,0.0048
59011,0,0.0101
59012,0,0.059
59013,0,0.001
59014,0,0.008
59015,0,0.1375
59016,0,0.0023
59017,0,0.0113
59018,0,0.0455
59019,0,0.0079
59020,0,0.0014
59021,0,0.0305
59022,0,0.0864
59023,1,0.9633
59024,0,0.0202
59025,1,0.9843
59026,0,0.0155
59027,0,0.0008
59028,0,0.017
59029,0,0.0477
59030,0,0.0012
59031,1,0.8112
59032,1,0.777
59033,0,0.1192
59034,0,0.0469
59035,0,0.0034
59036,0,0.0624
59037,0,0.0593
59038,0,0.0041
59039,0,0.0226
59040,0,0.0045
59041,0,0.0065
59042,0,0.0402
59043,1,0.9788
59044,0,0.0011
59045,0,0.0021
59046,0,0.1173
59047,0,0.202
59048,0,0.0086
59049,0,0.0336
59050,0,0.0004
59051,0,0.0121
59052,0,0.0008
59053,0,0.006
59054,0,0.0088
59055,0,0.0245
59056,0,0.0058
59057,1,0.9697
59058,0,0.0009
59059,0,0.0721
59060,0,0.0005
59061,0,0.0089
59062,0,0.0147
59063,0,0.0005
59064,0,0.0053
59065,0,0.0004
59066,0,0.0257
59067,0,0.0011
59068,0,0.0242
59069,0,0.0129
59070,0,0.0091
59071,0,0.1625
59072,0,0.0066
59073,1,0.9802
59074,0,0.0135
59075,0,0.0242
59076,0,0.0414
59077,1,0.9982
59078,0,0.0244
59079,0,0.0191
59080,0,0.0029
59081,0,0.008
59082,0,0.0253
59083,0,0.0072
59084,0,0.0002
59085,0,0.0287
59086,0,0.196
59087,0,0.0701
59088,0,0.0267
59089,0,0.0351
59090,0,0.0193
59091,0,0.0004
59092,0,0.0703
59093,0,0.0069
59094,0,0.005
59095,0,1e-04
59096,1,0.9938
59097,0,0.0481
59098,0,0.0247
59099,0,0.0061
59100,0,0.0041
59101,0,0.0073
59102,0,0.0281
59103,0,0.0168
59104,0,0.0
59105,0,0.0459
59106,0,0.0005
59107,0,0.0647
59108,0,0.0476
59109,0,0.0355
59110,0,0.0024
59111,0,0.0015
59112,0,0.0186
59113,1,0.9771
59114,0,0.0237
59115,0,0.122
59116,0,0.0006
59117,0,0.0105
59118,0,0.011
59119,0,0.0045
59120,0,0.0008
59121,0,0.0015
59122,0,0.0143
59123,1,0.9949
59124,1,0.9553
59125,0,0.0251
59126,1,0.7569
59127,0,0.0092
59128,0,0.0099
59129,0,0.0046
59130,0,0.0185
59131,0,0.0656
59132,0,0.2508
59133,1,0.816
59134,0,0.0701
59135,0,1e-04
59136,0,0.0013
59137,0,0.0402
59138,0,0.0142
59139,0,0.0012
59140,0,0.048
59141,1,0.9778
59142,0,0.1605
59143,0,0.0218
59144,0,0.0137
59145,0,0.0526
59146,0,0.0533
59147,0,0.0261
59148,0,0.0222
59149,0,0.0029
59150,0,0.0022
59151,0,0.0485
59152,0,0.0326
59153,0,0.0012
59154,0,0.0422
59155,0,0.1663
59156,0,0.1313
59157,0,0.0593
59158,0,0.0288
59159,0,0.002
59160,0,0.0221
59161,0,0.0058
59162,0,0.0023
59163,0,0.0275
59164,0,0.0184
59165,0,0.0625
59166,0,0.0006
59167,0,0.0026
59168,0,0.0405
59169,1,0.9871
59170,0,0.0069
59171,0,0.0043
59172,0,0.2494
59173,0,0.0003
59174,0,0.0004
59175,0,0.0016
59176,0,0.0109
59177,0,0.0039
59178,0,0.0026
59179,0,0.0033
59180,0,0.1598
59181,0,0.1714
59182,1,0.9929
59183,0,0.018
59184,0,0.0508
59185,0,0.1296
59186,0,0.0048
59187,0,0.0038
59188,0,0.012
59189,0,0.0068
59190,0,0.0015
59191,0,0.0057
59192,0,0.2379
59193,0,0.0053
59194,0,0.1299
59195,0,0.0234
59196,0,0.0115
59197,0,0.0405
59198,0,0.0076
59199,0,0.0022
59200,1,0.9998
59201,0,0.0033
59202,0,0.0068
59203,0,0.4063
59204,0,0.0482
59205,0,0.0017
59206,0,0.0016
59207,0,0.021
59208,0,0.0018
59209,0,0.0048
59210,0,0.009
59211,0,0.061
59212,0,0.0299
59213,0,0.0618
59214,0,0.0108
59215,0,0.0019
59216,0,0.0192
59217,0,0.0004
59218,0,0.0004
59219,0,0.0042
59220,1,0.8917
59221,1,0.9403
59222,0,0.0082
59223,0,0.0247
59224,0,0.1051
59225,0,0.0034
59226,0,0.0012
59227,0,0.1275
59228,0,0.3542
59229,0,0.001
59230,0,0.0006
59231,0,0.0006
59232,0,0.1098
59233,0,0.008
59234,0,0.015
59235,0,0.003
59236,0,0.041
59237,0,0.0385
59238,0,0.0015
59239,0,0.4983
59240,0,0.0013
59241,0,0.0058
59242,0,0.0336
59243,1,0.9897
59244,0,0.0207
59245,1,0.9372
59246,0,0.0101
59247,0,0.0326
59248,0,0.0012
59249,0,0.0357
59250,0,0.4054
59251,0,0.0302
59252,0,0.0226
59253,0,0.0485
59254,0,0.0137
59255,0,0.0009
59256,0,0.0002
59257,1,0.9904
59258,0,0.0056
59259,1,0.9971
59260,0,0.0094
59261,0,0.0135
59262,0,0.15
59263,0,0.0003
59264,0,0.2884
59265,1,0.6837
59266,0,0.0299
59267,1,0.6018
59268,0,0.0173
59269,0,0.0034
59270,1,0.9932
59271,0,0.0011
59272,1,0.9835
59273,0,0.0068
59274,0,0.0867
59275,0,0.0066
59276,0,0.0705
59277,0,0.0059
59278,0,0.0607
59279,0,0.0008
59280,0,0.0008
59281,0,0.0466
59282,0,0.0042
59283,0,0.003
59284,0,0.0006
59285,0,0.0158
59286,0,0.0658
59287,0,0.0101
59288,1,0.9977
59289,0,0.0024
59290,0,0.0368
59291,0,0.0146
59292,0,0.0004
59293,0,0.0167
59294,1,0.9722
59295,0,0.2018
59296,0,0.0017
59297,0,0.0151
59298,0,0.0253
59299,0,0.0112
59300,0,0.1777
59301,0,0.0204
59302,0,0.0381
59303,0,0.045
59304,0,0.0678
59305,0,0.1978
59306,0,0.0429
59307,0,0.0059
59308,0,0.0026
59309,0,0.0033
59310,0,0.0024
59311,0,0.0611
59312,0,0.0426
59313,1,0.965
59314,0,0.3536
59315,0,0.0032
59316,0,0.3811
59317,0,0.0169
59318,0,0.0084
59319,0,0.0476
59320,0,0.017
59321,0,0.0931
59322,0,0.0738
59323,0,0.0555
59324,1,0.8707
59325,0,0.0053
59326,0,0.012
59327,0,0.047
59328,0,0.0025
59329,0,0.0237
59330,0,0.1582
59331,0,0.0152
59332,0,0.0043
59333,0,0.0005
59334,0,0.0625
59335,0,0.008
59336,0,0.0358
59337,0,0.006
59338,0,0.0617
59339,0,0.4183
59340,0,0.4555
59341,0,0.0443
59342,0,0.2736
59343,0,0.0041
59344,0,0.0556
59345,0,0.0054
59346,0,0.0055
59347,0,0.1187
59348,0,0.0084
59349,0,0.0253
59350,0,0.0099
59351,0,0.0255
59352,0,0.0561
59353,1,0.9343
59354,1,0.9413
59355,0,0.0005
59356,0,0.0094
59357,0,0.0033
59358,0,0.0089
59359,0,0.0066
59360,1,0.9841
59361,0,0.0021
59362,0,0.3671
59363,0,0.0002
59364,0,0.0007
59365,0,0.001
59366,0,0.0016
59367,0,0.0271
59368,1,0.9682
59369,0,0.0277
59370,0,0.0046
59371,0,0.0024
59372,0,0.4151
59373,0,0.0325
59374,0,0.0057
59375,1,0.9215
59376,1,0.9662
59377,0,0.3418
59378,0,0.0786
59379,0,0.0314
59380,0,0.0293
59381,0,0.0057
59382,0,0.0824
59383,1,0.9718
59384,0,0.0296
59385,0,0.0089
59386,0,0.0582
59387,1,0.9908
59388,0,0.054
59389,0,0.0121
59390,0,0.0845
59391,0,0.06
59392,0,0.2853
59393,1,0.844
59394,1,0.9265
59395,0,0.0945
59396,0,0.0167
59397,0,0.0118
59398,0,0.0242
59399,0,0.0025
59400,0,0.0169
59401,0,0.0119
59402,0,0.1759
59403,0,0.011
59404,0,0.0029
59405,0,1e-04
59406,0,0.0066
59407,0,0.0197
59408,0,0.1001
59409,0,0.0215
59410,0,0.0002
59411,0,0.0041
59412,0,0.0238
59413,0,1e-04
59414,0,0.0552
59415,0,0.0072
59416,0,0.0026
59417,0,0.0026
59418,0,0.0017
59419,0,0.0014
59420,0,0.1511
59421,0,0.1406
59422,0,0.0432
59423,0,0.0333
59424,1,0.9614
59425,0,0.0443
59426,0,0.0039
59427,0,0.004
59428,0,0.2131
59429,0,0.0018
59430,0,0.001
59431,0,0.0147
59432,0,0.0052
59433,0,0.0198
59434,0,0.0002
59435,0,0.0007
59436,0,0.0003
59437,0,0.0032
59438,0,0.4592
59439,0,0.0376
59440,0,0.0007
59441,0,0.0111
59442,0,0.001
59443,0,0.0002
59444,0,0.0216
59445,0,0.0341
59446,0,0.0311
59447,0,0.0047
59448,0,0.0051
59449,0,0.0089
59450,0,0.0603
59451,1,0.9732
59452,0,0.1142
59453,0,0.0149
59454,0,0.0223
59455,0,0.035
59456,0,0.0145
59457,1,0.9841
59458,0,0.1015
59459,0,0.1304
59460,0,0.0469
59461,0,0.0143
59462,1,0.6304
59463,0,0.0009
59464,0,0.2092
59465,0,0.049
59466,0,0.085
59467,0,0.0294
59468,0,0.0003
59469,0,0.1197
59470,0,0.0015
59471,0,0.0043
59472,0,0.0941
59473,0,0.0114
59474,0,0.0098
59475,0,0.0559
59476,0,0.0053
59477,0,0.0091
59478,0,0.0031
59479,0,0.011
59480,0,0.0111
59481,0,0.0491
59482,1,0.9912
59483,0,0.0019
59484,0,0.0032
59485,0,0.0259
59486,0,0.103
59487,0,0.1287
59488,0,0.0453
59489,0,0.0205
59490,0,0.004
59491,1,0.989
59492,0,0.0108
59493,0,0.0063
59494,0,0.0006
59495,1,0.9241
59496,0,0.0046
59497,1,0.9899
59498,0,0.0516
59499,0,0.0303
59500,1,0.9957
59501,0,0.0077
59502,1,0.8929
59503,0,0.2441
59504,0,0.0016
59505,0,0.0349
59506,0,0.0002
59507,0,0.0011
59508,0,0.0056
59509,0,0.0589
59510,0,0.0179
59511,0,0.0004
59512,0,0.0019
59513,0,0.1559
59514,0,0.0039
59515,0,0.0162
59516,0,0.0109
59517,1,0.616
59518,0,0.0039
59519,0,0.0032
59520,0,0.0099
59521,0,0.0163
59522,0,0.0664
59523,0,0.0019
59524,0,0.0027
59525,1,0.9237
59526,0,0.2506
59527,0,0.0058
59528,0,0.01
59529,0,0.019
59530,1,0.9685
59531,0,0.0011
59532,0,0.0004
59533,0,0.0447
59534,0,0.0326
59535,0,0.0107
59536,0,0.0257
59537,0,0.0157
59538,0,0.0952
59539,0,0.0546
59540,1,0.7593
59541,0,0.0017
59542,0,0.0563
59543,0,0.0038
59544,0,0.1425
59545,0,0.0212
59546,0,0.0061
59547,0,0.015
59548,0,0.0012
59549,0,0.0162
59550,0,0.0088
59551,0,0.0263
59552,0,0.0031
59553,0,0.0051
59554,1,0.9392
59555,0,0.0046
59556,0,0.001
59557,0,0.0031
59558,0,0.0369
59559,0,0.0101
59560,0,0.0003
59561,0,0.0019
59562,0,0.0986
59563,0,0.253
59564,0,0.0688
59565,0,0.0077
59566,0,0.0147
59567,0,0.0055
59568,0,0.001
59569,0,0.0037
59570,0,0.0126
59571,0,0.0224
59572,0,0.008
59573,0,0.0144
59574,1,0.9631
59575,0,0.0074
59576,0,0.039
59577,0,0.0093
59578,1,0.9421
59579,0,0.0024
59580,0,0.0038
59581,0,0.0091
59582,0,0.0048
59583,0,0.01
59584,0,0.0003
59585,0,0.0121
59586,0,0.0144
59587,0,0.0018
59588,0,0.1006
59589,0,0.1157
59590,0,0.001
59591,0,0.3714
59592,0,0.0114
59593,0,0.0021
59594,0,0.1007
59595,0,0.0022
59596,0,0.0519
59597,1,0.954
59598,0,0.0227
59599,0,0.0438
59600,1,0.9074
59601,0,0.0003
59602,0,0.1035
59603,0,0.0438
59604,0,0.0164
59605,0,0.0007
59606,0,0.0466
59607,0,0.0136
59608,0,0.0111
59609,0,0.0046
59610,1,0.9565
59611,0,0.0128
59612,1,0.9917
59613,0,0.0788
59614,0,0.1141
59615,0,0.0048
59616,0,0.0434
59617,0,0.0359
59618,0,0.1083
59619,0,0.038
59620,0,0.0056
59621,0,0.091
59622,0,0.0063
59623,0,0.034
59624,0,0.0316
59625,0,0.1204
59626,0,0.014
59627,0,0.0444
59628,0,0.0011
59629,0,0.0005
59630,0,0.0637
59631,0,0.0007
59632,0,0.004
59633,0,0.0187
59634,0,0.0051
59635,0,0.0036
59636,0,0.0771
59637,0,0.0037
59638,1,0.9989
59639,0,0.0083
59640,0,0.0036
59641,0,0.0272
59642,0,0.0033
59643,0,0.138
59644,0,0.0277
59645,0,0.3128
59646,0,0.0049
59647,1,0.9781
59648,0,0.0032
59649,0,0.0093
59650,0,0.0002
59651,0,0.0007
59652,0,0.0078
59653,0,0.0034
59654,0,0.1101
59655,0,0.021
59656,0,0.1255
59657,1,0.895
59658,0,0.0017
59659,0,0.0294
59660,0,0.2237
59661,0,0.0047
59662,1,0.9439
59663,0,0.0308
59664,0,0.0788
59665,0,0.0145
59666,0,0.025
59667,0,0.0049
59668,0,0.0038
59669,0,0.0038
59670,0,0.0784
59671,0,0.0011
59672,0,0.0071
59673,0,0.0025
59674,0,0.4563
59675,0,1e-04
59676,0,0.1464
59677,1,0.9104
59678,0,0.0016
59679,0,0.0177
59680,0,0.0005
59681,0,0.0179
59682,0,0.0637
59683,0,0.0005
59684,0,0.0187
59685,0,0.0215
59686,0,0.1653
59687,0,0.0134
59688,0,0.009
59689,0,0.0843
59690,0,0.0005
59691,0,0.0144
59692,0,0.0699
59693,0,0.0077
59694,0,0.0674
59695,0,0.004
59696,1,0.9583
59697,0,0.0035
59698,0,0.009
59699,0,0.0159
59700,0,0.0235
59701,0,0.0026
59702,0,0.0058
59703,0,0.0213
59704,0,0.0005
59705,0,0.0497
59706,0,0.0078
59707,0,0.0083
59708,0,0.2277
59709,0,0.0272
59710,0,0.0102
59711,0,0.0263
59712,0,0.0103
59713,0,0.0877
59714,1,0.9441
59715,1,0.6122
59716,0,0.0138
59717,0,0.0037
59718,0,0.0323
59719,1,0.9719
59720,0,0.0055
59721,1,0.9544
59722,0,0.0015
59723,0,0.0075
59724,0,0.0843
59725,0,0.0195
59726,0,0.0054
59727,0,0.0529
59728,0,0.0018
59729,0,1e-04
59730,0,0.1077
59731,0,0.0239
59732,0,0.0216
59733,0,0.0173
59734,0,0.0033
59735,0,0.0004
59736,0,0.1608
59737,0,0.0019
59738,0,0.2761
59739,0,0.0375
59740,0,0.0075
59741,0,0.0163
59742,0,0.1323
59743,0,0.0106
59744,0,0.0979
59745,0,0.0113
59746,0,0.0163
59747,1,0.9985
59748,0,0.0117
59749,0,0.0099
59750,0,0.0896
59751,0,0.0038
59752,0,0.0293
59753,0,0.0038
59754,0,0.0012
59755,0,0.0061
59756,0,0.0047
59757,0,0.0038
59758,0,0.013
59759,0,0.0047
59760,0,0.0566
59761,0,0.0057
59762,0,0.1464
59763,0,1e-04
59764,0,0.058
59765,0,0.0033
59766,0,0.0888
59767,0,0.0457
59768,0,0.0005
59769,0,0.0063
59770,0,0.0866
59771,0,0.006
59772,0,0.0078
59773,0,0.0032
59774,0,0.0654
59775,0,0.0708
59776,0,0.232
59777,0,0.0615
59778,0,0.0004
59779,0,0.0165
59780,0,0.0008
59781,0,0.0102
59782,0,0.0195
59783,0,0.0373
59784,0,0.0027
59785,0,0.0021
59786,0,0.3033
59787,1,0.5417
59788,0,0.0174
59789,0,0.0643
59790,0,0.0103
59791,0,0.0003
59792,0,0.011
59793,0,0.029
59794,1,0.8999
59795,1,0.9646
59796,0,0.0017
59797,0,0.0331
59798,0,0.0018
59799,0,0.0018
59800,0,0.1383
59801,0,0.0019
59802,0,0.0647
59803,0,0.1132
59804,0,0.0293
59805,0,0.0003
59806,0,0.0146
59807,0,0.0042
59808,0,0.0025
59809,0,0.0091
59810,0,0.0009
59811,0,0.0155
59812,0,0.0018
59813,0,0.0009
59814,0,0.001
59815,0,0.304
59816,0,0.1211
59817,0,0.001
59818,1,0.6852
59819,0,0.075
59820,0,0.0126
59821,0,0.0788
59822,0,0.0217
59823,0,0.0677
59824,0,0.0537
59825,0,0.0027
59826,0,0.0173
59827,0,0.1615
59828,0,0.0154
59829,0,0.0831
59830,0,0.0139
59831,0,0.0095
59832,0,0.1089
59833,0,0.0662
59834,0,0.0029
59835,0,0.0086
59836,0,0.0104
59837,0,0.0702
59838,0,0.0621
59839,0,0.0227
59840,0,0.0547
59841,1,0.9825
59842,0,0.0191
59843,0,0.036
59844,0,0.322
59845,0,0.0165
59846,0,0.002
59847,0,0.0049
59848,0,0.0051
59849,0,1e-04
59850,1,0.9859
59851,0,0.0003
59852,0,0.0094
59853,0,0.0237
59854,0,0.0004
59855,0,0.0034
59856,0,0.0043
59857,0,0.1026
59858,1,0.9967
59859,0,0.0252
59860,1,0.9094
59861,0,0.0032
59862,0,0.0048
59863,0,0.0018
59864,0,0.0017
59865,0,0.0319
59866,0,0.0154
59867,0,0.131
59868,0,0.0013
59869,0,0.0169
59870,0,0.0005
59871,0,0.0005
59872,0,0.0026
59873,0,0.0031
59874,0,0.0139
59875,0,0.0186
59876,0,0.0008
59877,0,0.0427
59878,1,0.9938
59879,0,0.0097
59880,1,0.9637
59881,0,0.0005
59882,0,0.0651
59883,0,0.041
59884,0,0.0188
59885,0,0.0342
59886,0,0.027
59887,1,0.8333
59888,0,0.0062
59889,0,0.0016
59890,0,0.0044
59891,1,0.9002
59892,0,0.0153
59893,0,0.0058
59894,0,0.0075
59895,0,0.0622
59896,0,0.0021
59897,0,0.0068
59898,0,0.0046
59899,0,0.007
59900,0,0.0156
59901,1,0.8915
59902,0,0.0092
59903,0,0.0055
59904,0,0.1876
59905,0,0.0052
59906,0,0.1538
59907,0,0.0053
59908,0,0.0091
59909,0,0.0062
59910,0,0.0716
59911,0,0.0543
59912,0,0.0251
59913,0,0.0007
59914,0,0.0488
59915,0,0.0098
59916,0,0.0007
59917,0,0.0157
59918,0,0.0064
59919,0,0.0087
59920,0,0.0342
59921,0,0.0078
59922,0,0.0632
59923,0,0.0154
59924,0,0.0007
59925,1,0.9499
59926,0,0.0024
59927,0,0.0028
59928,0,0.0006
59929,0,0.0006
59930,0,0.0134
59931,0,0.0035
59932,0,0.0205
59933,0,0.01
59934,0,0.0005
59935,0,0.001
59936,0,0.0228
59937,0,0.013
59938,0,0.0714
59939,0,0.2021
59940,1,0.7395
59941,0,1e-04
59942,0,0.011
59943,0,0.0223
59944,0,0.0339
59945,0,0.0143
59946,0,0.0539
59947,0,0.0055
59948,0,0.0357
59949,1,0.9923
59950,0,0.0069
59951,0,0.0462
59952,0,0.0081
59953,0,0.2055
59954,0,0.0193
59955,0,1e-04
59956,0,0.0023
59957,0,0.0933
59958,0,0.0293
59959,0,0.0076
59960,0,0.0003
59961,0,0.0321
59962,0,0.1192
59963,0,0.0067
59964,0,0.0004
59965,0,0.005
59966,1,0.8331
59967,0,0.0164
59968,0,0.0005
59969,0,0.0005
59970,0,0.0665
59971,1,0.9961
59972,1,0.8242
59973,0,0.0224
59974,0,0.0035
59975,0,0.015
59976,0,0.0007
59977,0,0.0617
59978,0,0.1636
59979,0,0.0408
59980,1,0.9887
59981,0,0.009
59982,1,0.9243
59983,0,0.1408
59984,0,0.0027
59985,0,0.0447
59986,0,0.0769
59987,0,0.0018
59988,0,0.0788
59989,0,0.0043
59990,0,0.0268
59991,0,0.04
59992,0,0.0011
59993,0,0.0064
59994,0,0.0325
59995,1,0.9876
59996,0,0.0021
59997,0,0.04
59998,0,0.0877
59999,0,0.0043
60000,0,1e-04
60001,0,0.011
60002,0,0.0835
60003,0,0.0136
60004,0,0.0082
60005,0,0.0326
60006,0,0.0272
60007,0,0.0092
60008,0,0.0273
60009,0,0.0104
60010,0,0.1133
60011,0,0.0071
60012,0,0.0921
60013,0,0.0032
60014,0,0.0126
60015,0,0.0222
60016,0,0.2157
60017,0,0.0313
60018,0,0.0217
60019,1,0.9662
60020,0,0.0133
60021,0,0.0059
60022,0,0.374
60023,0,0.0123
60024,1,0.9929
60025,0,0.028
60026,0,0.0515
60027,1,0.5553
60028,0,0.0018
60029,1,0.993
60030,1,0.9761
60031,0,0.1
60032,0,0.2499
60033,0,0.002
60034,0,0.0002
60035,0,0.0411
60036,0,0.0081
60037,0,0.0013
60038,0,0.0106
60039,0,0.0058
60040,0,0.0293
60041,0,0.0351
60042,0,0.0189
60043,0,0.0338
60044,0,0.0659
60045,0,0.0021
60046,0,0.2631
60047,0,0.0541
60048,0,0.0005
60049,0,0.0414
60050,0,0.0379
60051,1,0.9888
60052,0,0.0056
60053,0,0.0151
60054,0,0.0014
