id,loan_pred,loan_prob
58767,0,0.0127
58768,1,0.9547
58769,0,0.0053
58770,0,0.0309
58771,0,0.0496
58772,0,0.0197
58773,0,0.0233
58774,0,0.0174
58775,1,0.9379
58776,1,0.7664
58777,0,0.0174
58778,0,0.016
58779,0,0.0318
58780,0,0.0166
58781,0,0.0216
58782,0,0.0815
58783,0,0.054
58784,0,0.0098
58785,0,0.0077
58786,0,0.0605
58787,0,0.0247
58788,0,0.116
58789,0,0.0323
58790,0,0.0251
58791,0,0.0808
58792,0,0.0012
58793,0,0.0575
58794,0,0.0142
58795,0,0.0265
58796,0,0.035
58797,0,0.0256
58798,0,0.0877
58799,1,0.6188
58800,0,0.0416
58801,0,0.0061
58802,1,0.8638
58803,0,0.2168
58804,0,0.416
58805,1,0.7866
58806,0,0.0624
58807,0,0.0128
58808,0,0.0163
58809,1,0.9719
58810,1,0.938
58811,0,0.0262
58812,0,0.0423
58813,0,0.0278
58814,0,0.0133
58815,0,0.0147
58816,0,0.0169
58817,0,0.0024
58818,0,0.0453
58819,0,0.0618
58820,0,0.0042
58821,0,0.0261
58822,0,0.0049
58823,0,0.1327
58824,0,0.0468
58825,0,0.0022
58826,0,0.1301
58827,0,0.0371
58828,0,0.0048
58829,0,0.0505
58830,0,0.0095
58831,0,0.1848
58832,0,0.0167
58833,0,0.0108
58834,0,0.014
58835,1,0.9672
58836,0,0.0473
58837,0,0.0917
58838,0,0.0086
58839,0,0.0022
58840,0,0.0071
58841,1,0.9338
58842,0,0.0029
58843,0,0.0205
58844,0,0.0533
58845,0,0.0361
58846,0,0.0006
58847,1,0.944
58848,0,0.1202
58849,0,0.1913
58850,0,0.0234
58851,0,0.0565
58852,0,0.3363
58853,0,0.0367
58854,1,0.994
58855,0,0.4654
58856,0,0.0057
58857,0,0.05
58858,0,0.1483
58859,0,0.0228
58860,0,0.006
58861,0,0.0363
58862,0,0.1556
58863,0,0.3811
58864,0,0.0113
58865,0,0.3708
58866,0,0.0144
58867,0,0.0014
58868,0,0.024
58869,0,0.0151
58870,0,0.1439
58871,0,0.0077
58872,0,0.0317
58873,0,0.0107
58874,1,0.9722
58875,0,0.0106
58876,0,0.0128
58877,0,0.0024
58878,0,0.0193
58879,0,0.0117
58880,0,0.004
58881,0,0.0226
58882,0,0.0039
58883,0,0.0574
58884,0,0.1566
58885,0,0.1043
58886,0,0.002
58887,1,0.9525
58888,0,0.4574
58889,1,0.9734
58890,0,0.0875
58891,0,0.4096
58892,0,0.0523
58893,0,0.014
58894,0,0.0621
58895,0,0.0055
58896,0,0.0046
58897,0,0.0553
58898,0,0.0869
58899,1,0.9693
58900,0,0.0103
58901,0,0.0819
58902,0,0.1191
58903,0,0.0038
58904,0,0.0339
58905,0,0.0054
58906,0,0.0751
58907,0,0.0513
58908,0,0.0054
58909,0,0.0533
58910,0,0.0032
58911,0,0.0147
58912,0,0.0027
58913,0,0.1345
58914,0,0.0191
58915,0,0.02
58916,0,0.0214
58917,0,0.0583
58918,0,0.0142
58919,0,0.0155
58920,0,0.3125
58921,0,0.0128
58922,0,0.0341
58923,0,0.0086
58924,0,0.0371
58925,0,0.0139
58926,0,0.1343
58927,0,0.0178
58928,0,0.0852
58929,0,0.0039
58930,0,0.015
58931,1,0.8908
58932,1,0.8852
58933,0,0.2655
58934,0,0.0394
58935,0,0.016
58936,0,0.0377
58937,0,0.0136
58938,0,0.0109
58939,0,0.0129
58940,0,0.0084
58941,1,0.9583
58942,1,0.9131
58943,0,0.0129
58944,0,0.0213
58945,0,0.0367
58946,0,0.0224
58947,0,0.014
58948,0,0.0174
58949,0,0.0061
58950,1,0.6214
58951,0,0.0823
58952,0,0.0102
58953,1,0.6908
58954,1,0.9943
58955,0,0.023
58956,0,0.0043
58957,1,0.9885
58958,1,0.9954
58959,0,0.0053
58960,0,0.0287
58961,0,0.0072
58962,0,0.1306
58963,0,0.0466
58964,0,0.0339
58965,0,0.0239
58966,0,0.0206
58967,0,0.0104
58968,0,0.0147
58969,0,0.3005
58970,0,0.0059
58971,0,0.0886
58972,0,0.089
58973,1,0.9723
58974,0,0.0974
58975,0,0.0639
58976,0,0.0336
58977,0,0.0353
58978,0,0.0162
58979,0,0.0264
58980,0,0.0173
58981,0,0.0057
58982,0,0.0082
58983,0,0.0054
58984,0,0.0186
58985,0,0.0381
58986,1,0.9709
58987,0,0.0044
58988,0,0.0353
58989,0,0.0295
58990,0,0.0022
58991,0,0.018
58992,0,0.015
58993,0,0.0032
58994,0,0.0143
58995,1,0.9927
58996,0,0.0265
58997,1,0.8627
58998,0,0.0048
58999,0,0.016
59000,0,0.0733
59001,0,0.0886
59002,0,0.1087
59003,0,0.0547
59004,0,0.0326
59005,0,0.0025
59006,0,0.0241
59007,0,0.0207
59008,1,0.9841
59009,0,0.0199
59010,0,0.0103
59011,0,0.0093
59012,0,0.0132
59013,0,0.0048
59014,0,0.0106
59015,0,0.094
59016,0,0.0206
59017,0,0.0159
59018,0,0.0408
59019,0,0.0091
59020,0,0.0079
59021,0,0.026
59022,0,0.0758
59023,1,0.9863
59024,0,0.0227
59025,1,0.9921
59026,0,0.0158
59027,0,0.015
59028,0,0.0263
59029,0,0.0297
59030,0,0.0075
59031,1,0.7807
59032,1,0.672
59033,0,0.077
59034,0,0.0913
59035,0,0.0149
59036,0,0.0755
59037,0,0.0786
59038,0,0.0105
59039,0,0.0221
59040,0,0.0153
59041,0,0.0168
59042,0,0.0422
59043,1,0.9652
59044,0,0.0054
59045,0,0.0122
59046,0,0.2215
59047,0,0.2796
59048,0,0.0124
59049,0,0.033
59050,0,0.0051
59051,0,0.0254
59052,0,0.0054
59053,0,0.0341
59054,0,0.0323
59055,0,0.0581
59056,0,0.0081
59057,1,0.8606
59058,0,0.0057
59059,0,0.1782
59060,0,0.0037
59061,0,0.0078
59062,0,0.0145
59063,0,0.0034
59064,0,0.0158
59065,0,0.0012
59066,0,0.0241
59067,0,0.0079
59068,0,0.0373
59069,0,0.0222
59070,0,0.013
59071,0,0.0623
59072,0,0.0139
59073,1,0.9635
59074,0,0.0127
59075,0,0.1386
59076,0,0.011
59077,1,0.9909
59078,0,0.0749
59079,0,0.0536
59080,0,0.0066
59081,0,0.016
59082,0,0.0426
59083,0,0.0067
59084,0,0.0039
59085,0,0.0384
59086,0,0.157
59087,0,0.0387
59088,0,0.038
59089,0,0.0623
59090,0,0.0689
59091,0,0.004
59092,0,0.0779
59093,0,0.0336
59094,0,0.0151
59095,0,0.0016
59096,1,0.9692
59097,0,0.1026
59098,0,0.0235
59099,0,0.0117
59100,0,0.0058
59101,0,0.0087
59102,0,0.0192
59103,0,0.0336
59104,0,0.003
59105,0,0.045
59106,0,0.0027
59107,0,0.0513
59108,0,0.0549
59109,0,0.0484
59110,0,0.0205
59111,0,0.0124
59112,0,0.0218
59113,1,0.9712
59114,0,0.0264
59115,0,0.1394
59116,0,0.0053
59117,0,0.0116
59118,0,0.0363
59119,0,0.0138
59120,0,0.0081
59121,0,0.0079
59122,0,0.0826
59123,1,0.9943
59124,1,0.9278
59125,0,0.0549
59126,1,0.9006
59127,0,0.0131
59128,0,0.0211
59129,0,0.0083
59130,0,0.0206
59131,0,0.0422
59132,0,0.2086
59133,1,0.842
59134,0,0.0484
59135,0,0.0007
59136,0,0.0081
59137,0,0.0194
59138,0,0.0138
59139,0,0.0074
59140,0,0.035
59141,1,0.9778
59142,0,0.3398
59143,0,0.0123
59144,0,0.0146
59145,0,0.0354
59146,0,0.1237
59147,0,0.015
59148,0,0.0194
59149,0,0.016
59150,0,0.0159
59151,0,0.0225
59152,0,0.0275
59153,0,0.0043
59154,0,0.053
59155,0,0.0367
59156,0,0.0978
59157,0,0.0112
59158,0,0.0452
59159,0,0.0128
59160,0,0.0581
59161,0,0.0115
59162,0,0.0084
59163,0,0.0246
59164,0,0.0488
59165,0,0.0883
59166,0,0.0066
59167,0,0.0338
59168,0,0.207
59169,1,0.9637
59170,0,0.0172
59171,0,0.0088
59172,0,0.2049
59173,0,0.004
59174,0,0.0104
59175,0,0.0084
59176,0,0.0326
59177,0,0.0099
59178,0,0.0046
59179,0,0.0074
59180,0,0.1506
59181,0,0.2687
59182,1,0.9726
59183,0,0.0235
59184,0,0.0342
59185,0,0.1408
59186,0,0.0204
59187,0,0.0073
59188,0,0.0216
59189,0,0.0223
59190,0,0.0097
59191,0,0.0152
59192,0,0.1837
59193,0,0.008
59194,0,0.0981
59195,0,0.024
59196,0,0.0319
59197,0,0.0337
59198,0,0.039
59199,0,0.004
59200,1,0.9981
59201,0,0.0086
59202,0,0.009
59203,0,0.3483
59204,0,0.0184
59205,0,0.0078
59206,0,0.0062
59207,0,0.0252
59208,0,0.0072
59209,0,0.0084
59210,0,0.0259
59211,0,0.0271
59212,0,0.0336
59213,0,0.0761
59214,0,0.0184
59215,0,0.0102
59216,0,0.0203
59217,0,0.009
59218,0,0.0038
59219,0,0.0083
59220,1,0.7998
59221,1,0.6919
59222,0,0.0285
59223,0,0.0147
59224,0,0.1699
59225,0,0.0085
59226,0,0.0093
59227,0,0.0995
59228,0,0.2104
59229,0,0.002
59230,0,0.0059
59231,0,0.0017
59232,0,0.094
59233,0,0.0149
59234,0,0.0439
59235,0,0.0058
59236,0,0.0383
59237,0,0.046
59238,0,0.0068
59239,0,0.2064
59240,0,0.0061
59241,0,0.041
59242,0,0.0378
59243,1,0.9835
59244,0,0.0142
59245,1,0.8568
59246,0,0.0153
59247,0,0.0226
59248,0,0.0111
59249,0,0.1184
59250,0,0.3388
59251,0,0.0462
59252,0,0.0115
59253,0,0.0391
59254,0,0.0234
59255,0,0.0063
59256,0,0.0029
59257,1,0.9864
59258,0,0.0179
59259,1,0.9966
59260,0,0.0114
59261,0,0.0216
59262,0,0.112
59263,0,0.0011
59264,0,0.0386
59265,1,0.6678
59266,0,0.0686
59267,0,0.3512
59268,0,0.0774
59269,0,0.0073
59270,1,0.9765
59271,0,0.0075
59272,1,0.9731
59273,0,0.0267
59274,0,0.0947
59275,0,0.0155
59276,0,0.0471
59277,0,0.0093
59278,0,0.0435
59279,0,0.0111
59280,0,0.0102
59281,0,0.0435
59282,0,0.0097
59283,0,0.0141
59284,0,0.0097
59285,0,0.0254
59286,0,0.0511
59287,0,0.0299
59288,1,0.9844
59289,0,0.0048
59290,0,0.0453
59291,0,0.049
59292,0,0.0015
59293,0,0.0128
59294,1,0.9617
59295,0,0.2041
59296,0,0.0067
59297,0,0.0192
59298,0,0.0322
59299,0,0.0192
59300,0,0.0387
59301,0,0.0236
59302,0,0.0275
59303,0,0.0276
59304,0,0.0207
59305,0,0.0875
59306,0,0.0172
59307,0,0.0139
59308,0,0.0095
59309,0,0.0093
59310,0,0.0079
59311,0,0.08
59312,0,0.1152
59313,1,0.9424
59314,0,0.4191
59315,0,0.0103
59316,0,0.2725
59317,0,0.0439
59318,0,0.0222
59319,0,0.0791
59320,0,0.0183
59321,0,0.0549
59322,0,0.1032
59323,0,0.0384
59324,1,0.8255
59325,0,0.0331
59326,0,0.0177
59327,0,0.0382
59328,0,0.0277
59329,0,0.0175
59330,0,0.0764
59331,0,0.0134
59332,0,0.0118
59333,0,0.0063
59334,0,0.041
59335,0,0.0152
59336,0,0.0485
59337,0,0.016
59338,0,0.0482
59339,0,0.3535
59340,0,0.4249
59341,0,0.0426
59342,0,0.079
59343,0,0.0082
59344,0,0.0649
59345,0,0.0133
59346,0,0.012
59347,0,0.0785
59348,0,0.0169
59349,0,0.0377
59350,0,0.0204
59351,0,0.0514
59352,0,0.0726
59353,1,0.9537
59354,1,0.9093
59355,0,0.0026
59356,0,0.007
59357,0,0.0097
59358,0,0.0323
59359,0,0.0404
59360,1,0.982
59361,0,0.0113
59362,0,0.3682
59363,0,0.0047
59364,0,0.0038
59365,0,0.0069
59366,0,0.0043
59367,0,0.0537
59368,1,0.9213
59369,0,0.0322
59370,0,0.0077
59371,0,0.0145
59372,0,0.4796
59373,0,0.0423
59374,0,0.0081
59375,1,0.972
59376,1,0.9662
59377,0,0.1707
59378,0,0.1053
59379,0,0.0305
59380,0,0.05
59381,0,0.0162
59382,0,0.0936
59383,1,0.9529
59384,0,0.0356
59385,0,0.0133
59386,0,0.0845
59387,1,0.9857
59388,0,0.0506
59389,0,0.0385
59390,0,0.0598
59391,0,0.0414
59392,0,0.2202
59393,1,0.9437
59394,1,0.9551
59395,0,0.0575
59396,0,0.0178
59397,0,0.0134
59398,0,0.0088
59399,0,0.0138
59400,0,0.0396
59401,0,0.0282
59402,0,0.0634
59403,0,0.016
59404,0,0.0211
59405,0,0.0043
59406,0,0.0111
59407,0,0.0502
59408,0,0.0507
59409,0,0.0266
59410,0,0.0066
59411,0,0.011
59412,0,0.0158
59413,0,0.0022
59414,0,0.0521
59415,0,0.0318
59416,0,0.0092
59417,0,0.007
59418,0,0.0079
59419,0,0.0042
59420,0,0.1001
59421,0,0.1515
59422,0,0.0427
59423,0,0.0325
59424,1,0.9543
59425,0,0.0667
59426,0,0.0082
59427,0,0.0075
59428,0,0.0682
59429,0,0.0104
59430,0,0.0035
59431,0,0.0385
59432,0,0.0081
59433,0,0.0276
59434,0,0.0042
59435,0,0.0022
59436,0,0.0081
59437,0,0.0167
59438,1,0.7236
59439,0,0.0625
59440,0,0.0091
59441,0,0.0223
59442,0,0.0078
59443,0,0.0046
59444,0,0.054
59445,0,0.0441
59446,0,0.0347
59447,0,0.014
59448,0,0.0096
59449,0,0.0113
59450,0,0.0377
59451,1,0.977
59452,0,0.0275
59453,0,0.0227
59454,0,0.0737
59455,0,0.0327
59456,0,0.03
59457,1,0.9803
59458,0,0.0738
59459,0,0.189
59460,0,0.0836
59461,0,0.0087
59462,1,0.7864
59463,0,0.0088
59464,0,0.2578
59465,0,0.0457
59466,0,0.0481
59467,0,0.0271
59468,0,0.003
59469,0,0.0676
59470,0,0.0016
59471,0,0.008
59472,0,0.0928
59473,0,0.0128
59474,0,0.0123
59475,0,0.038
59476,0,0.0177
59477,0,0.0132
59478,0,0.0143
59479,0,0.0251
59480,0,0.0111
59481,0,0.1026
59482,1,0.9926
59483,0,0.0088
59484,0,0.0097
59485,0,0.0235
59486,0,0.0858
59487,0,0.0122
59488,0,0.026
59489,0,0.0143
59490,0,0.0115
59491,1,0.9782
59492,0,0.0114
59493,0,0.0148
59494,0,0.0035
59495,1,0.8244
59496,0,0.0184
59497,1,0.9857
59498,0,0.05
59499,0,0.0185
59500,1,0.9866
59501,0,0.0413
59502,1,0.9025
59503,0,0.1968
59504,0,0.0077
59505,0,0.0341
59506,0,0.0047
59507,0,0.0073
59508,0,0.0352
59509,0,0.0103
59510,0,0.0699
59511,0,0.0041
59512,0,0.0077
59513,0,0.0582
59514,0,0.018
59515,0,0.0324
59516,0,0.0218
59517,1,0.8591
59518,0,0.0063
59519,0,0.0067
59520,0,0.0143
59521,0,0.0243
59522,0,0.0858
59523,0,0.0072
59524,0,0.0074
59525,1,0.8396
59526,0,0.1452
59527,0,0.0191
59528,0,0.0445
59529,0,0.0341
59530,1,0.9437
59531,0,0.0097
59532,0,0.001
59533,0,0.047
59534,0,0.0647
59535,0,0.0279
59536,0,0.0306
59537,0,0.0098
59538,0,0.0693
59539,0,0.0368
59540,1,0.7435
59541,0,0.0116
59542,0,0.059
59543,0,0.035
59544,0,0.0312
59545,0,0.0272
59546,0,0.011
59547,0,0.0247
59548,0,0.009
59549,0,0.0226
59550,0,0.0117
59551,0,0.0242
59552,0,0.0086
59553,0,0.0135
59554,1,0.9513
59555,0,0.0108
59556,0,0.0106
59557,0,0.0023
59558,0,0.0425
59559,0,0.0117
59560,0,0.003
59561,0,0.0114
59562,0,0.0829
59563,0,0.0265
59564,0,0.135
59565,0,0.0143
59566,0,0.026
59567,0,0.0159
59568,0,0.0067
59569,0,0.0048
59570,0,0.046
59571,0,0.0604
59572,0,0.0137
59573,0,0.0496
59574,1,0.9425
59575,0,0.0595
59576,0,0.0155
59577,0,0.0313
59578,1,0.9086
59579,0,0.0103
59580,0,0.0123
59581,0,0.0167
59582,0,0.0107
59583,0,0.0174
59584,0,0.0038
59585,0,0.0148
59586,0,0.01
59587,0,0.0052
59588,0,0.1664
59589,0,0.1596
59590,0,0.0054
59591,0,0.1693
59592,0,0.0374
59593,0,0.0136
59594,0,0.3168
59595,0,0.0134
59596,0,0.1327
59597,1,0.9163
59598,0,0.0298
59599,0,0.0624
59600,1,0.9325
59601,0,0.0016
59602,0,0.1097
59603,0,0.0336
59604,0,0.0206
59605,0,0.0066
59606,0,0.0201
59607,0,0.0566
59608,0,0.0213
59609,0,0.0047
59610,1,0.9689
59611,0,0.011
59612,1,0.9462
59613,0,0.1733
59614,0,0.1489
59615,0,0.0257
59616,0,0.0499
59617,0,0.051
59618,0,0.0932
59619,0,0.0155
59620,0,0.0065
59621,0,0.0364
59622,0,0.0131
59623,0,0.0682
59624,0,0.0681
59625,0,0.0245
59626,0,0.0347
59627,0,0.0583
59628,0,0.0066
59629,0,0.0047
59630,0,0.0544
59631,0,0.0041
59632,0,0.0124
59633,0,0.0201
59634,0,0.0134
59635,0,0.0058
59636,0,0.0898
59637,0,0.0315
59638,1,0.9882
59639,0,0.0114
59640,0,0.0141
59641,0,0.0151
59642,0,0.0114
59643,0,0.0751
59644,0,0.0417
59645,0,0.2957
59646,0,0.016
59647,1,0.9804
59648,0,0.0109
59649,0,0.0117
59650,0,0.0051
59651,0,0.0036
59652,0,0.0082
59653,0,0.0073
59654,0,0.1133
59655,0,0.0273
59656,0,0.1036
59657,1,0.9105
59658,0,0.0046
59659,0,0.0433
59660,0,0.1148
59661,0,0.027
59662,1,0.9021
59663,0,0.0505
59664,0,0.0657
59665,0,0.0293
59666,0,0.0278
59667,0,0.0101
59668,0,0.0123
59669,0,0.0111
59670,0,0.0763
59671,0,0.0075
59672,0,0.0066
59673,0,0.0116
59674,1,0.5964
59675,0,0.0023
59676,0,0.0905
59677,1,0.9355
59678,0,0.0102
59679,0,0.026
59680,0,0.0078
59681,0,0.0222
59682,0,0.0355
59683,0,0.0083
59684,0,0.0305
59685,0,0.0227
59686,1,0.5602
59687,0,0.0275
59688,0,0.021
59689,0,0.141
59690,0,0.0014
59691,0,0.0064
59692,0,0.0826
59693,0,0.0136
59694,0,0.0912
59695,0,0.013
59696,1,0.8961
59697,0,0.0075
59698,0,0.0224
59699,0,0.0218
59700,0,0.0345
59701,0,0.0067
59702,0,0.0092
59703,0,0.0342
59704,0,0.0073
59705,0,0.1024
59706,0,0.0251
59707,0,0.0312
59708,0,0.0309
59709,0,0.0339
59710,0,0.0245
59711,0,0.0449
59712,0,0.0103
59713,0,0.075
59714,1,0.86
59715,1,0.8672
59716,0,0.0332
59717,0,0.0067
59718,0,0.0463
59719,1,0.9571
59720,0,0.0197
59721,1,0.9519
59722,0,0.0193
59723,0,0.015
59724,0,0.2566
59725,0,0.0212
59726,0,0.0082
59727,0,0.0525
59728,0,0.0065
59729,0,0.0059
59730,0,0.0841
59731,0,0.0307
59732,0,0.0242
59733,0,0.0233
59734,0,0.0369
59735,0,0.0047
59736,0,0.0589
59737,0,0.0056
59738,0,0.4185
59739,0,0.0198
59740,0,0.0142
59741,0,0.0086
59742,0,0.1536
59743,0,0.0132
59744,0,0.0733
59745,0,0.0174
59746,0,0.0223
59747,1,0.996
59748,0,0.0185
59749,0,0.0215
59750,0,0.105
59751,0,0.0095
59752,0,0.0264
59753,0,0.0063
59754,0,0.0073
59755,0,0.0162
59756,0,0.0075
59757,0,0.0272
59758,0,0.045
59759,0,0.0133
59760,0,0.0416
59761,0,0.0103
59762,0,0.2792
59763,0,0.0017
59764,0,0.0815
59765,0,0.0043
59766,0,0.1372
59767,0,0.0342
59768,0,0.0031
59769,0,0.0236
59770,0,0.0773
59771,0,0.0116
59772,0,0.0254
59773,0,0.0111
59774,0,0.0589
59775,0,0.1434
59776,0,0.1378
59777,0,0.1572
59778,0,0.0076
59779,0,0.0425
59780,0,0.0048
59781,0,0.0254
59782,0,0.0272
59783,0,0.0296
59784,0,0.0115
59785,0,0.0075
59786,0,0.1713
59787,0,0.3794
59788,0,0.0199
59789,0,0.0425
59790,0,0.0215
59791,0,0.0028
59792,0,0.0259
59793,0,0.0301
59794,1,0.9647
59795,1,0.9641
59796,0,0.0073
59797,0,0.0204
59798,0,0.006
59799,0,0.0122
59800,0,0.0772
59801,0,0.0107
59802,0,0.0736
59803,0,0.1465
59804,0,0.0444
59805,0,0.0037
59806,0,0.0106
59807,0,0.0104
59808,0,0.0056
59809,0,0.012
59810,0,0.0098
59811,0,0.0183
59812,0,0.0104
59813,0,0.0085
59814,0,0.0066
59815,0,0.2118
59816,0,0.2108
59817,0,0.0043
59818,1,0.7417
59819,0,0.171
59820,0,0.0344
59821,0,0.0464
59822,0,0.0168
59823,0,0.0287
59824,0,0.0208
59825,0,0.0078
59826,0,0.0336
59827,0,0.1449
59828,0,0.0364
59829,0,0.0406
59830,0,0.0181
59831,0,0.0122
59832,0,0.068
59833,0,0.0829
59834,0,0.012
59835,0,0.0161
59836,0,0.0319
59837,0,0.0739
59838,0,0.0736
59839,0,0.045
59840,0,0.0618
59841,1,0.99
59842,0,0.0158
59843,0,0.0254
59844,0,0.1762
59845,0,0.0292
59846,0,0.0056
59847,0,0.0117
59848,0,0.021
59849,0,0.0019
59850,1,0.9812
59851,0,0.0025
59852,0,0.0258
59853,0,0.0227
59854,0,0.0047
59855,0,0.0197
59856,0,0.0099
59857,0,0.0417
59858,1,0.9801
59859,0,0.0331
59860,1,0.9293
59861,0,0.009
59862,0,0.0132
59863,0,0.0067
59864,0,0.0161
59865,0,0.0305
59866,0,0.0585
59867,0,0.0848
59868,0,0.0091
59869,0,0.0241
59870,0,0.0042
59871,0,0.0111
59872,0,0.0149
59873,0,0.0052
59874,0,0.0223
59875,0,0.0867
59876,0,0.0065
59877,0,0.0405
59878,1,0.9799
59879,0,0.0169
59880,1,0.9664
59881,0,0.005
59882,0,0.0361
59883,0,0.0589
59884,0,0.0359
59885,0,0.0473
59886,0,0.0356
59887,1,0.7952
59888,0,0.0177
59889,0,0.0095
59890,0,0.0076
59891,0,0.3457
59892,0,0.0099
59893,0,0.0122
59894,0,0.0198
59895,0,0.1445
59896,0,0.0077
59897,0,0.014
59898,0,0.0233
59899,0,0.0158
59900,0,0.0185
59901,1,0.8484
59902,0,0.0252
59903,0,0.0133
59904,0,0.1411
59905,0,0.0554
59906,0,0.1795
59907,0,0.014
59908,0,0.0089
59909,0,0.0161
59910,0,0.1157
59911,0,0.0298
59912,0,0.0227
59913,0,0.0029
59914,0,0.0957
59915,0,0.0153
59916,0,0.0049
59917,0,0.0189
59918,0,0.0079
59919,0,0.025
59920,0,0.0485
59921,0,0.1323
59922,0,0.0336
59923,0,0.068
59924,0,0.0062
59925,1,0.934
59926,0,0.0093
59927,0,0.0244
59928,0,0.0046
59929,0,0.0067
59930,0,0.0134
59931,0,0.0145
59932,0,0.0341
59933,0,0.0262
59934,0,0.0086
59935,0,0.0072
59936,0,0.0377
59937,0,0.1203
59938,0,0.065
59939,0,0.2939
59940,1,0.787
59941,0,0.0025
59942,0,0.0101
59943,0,0.0823
59944,0,0.0233
59945,0,0.0188
59946,0,0.0293
59947,0,0.0103
59948,0,0.0244
59949,1,0.9891
59950,0,0.0137
59951,0,0.0473
59952,0,0.0075
59953,0,0.1001
59954,0,0.0267
59955,0,0.0018
59956,0,0.0131
59957,0,0.0981
59958,0,0.0177
59959,0,0.0318
59960,0,0.0028
59961,0,0.0285
59962,0,0.1256
59963,0,0.0122
59964,0,0.003
59965,0,0.0094
59966,1,0.9127
59967,0,0.0207
59968,0,0.0041
59969,0,0.0056
59970,0,0.108
59971,1,0.9835
59972,1,0.7662
59973,0,0.0437
59974,0,0.0114
59975,0,0.0346
59976,0,0.0074
59977,0,0.0393
59978,0,0.1148
59979,0,0.0205
59980,1,0.9703
59981,0,0.0268
59982,1,0.9379
59983,0,0.0697
59984,0,0.0091
59985,0,0.0371
59986,0,0.0278
59987,0,0.0252
59988,0,0.1016
59989,0,0.012
59990,0,0.0336
59991,0,0.1495
59992,0,0.0064
59993,0,0.0097
59994,0,0.0855
59995,1,0.9741
59996,0,0.0197
59997,0,0.0592
59998,0,0.0459
59999,0,0.0094
60000,0,0.002
60001,0,0.0112
60002,0,0.1119
60003,0,0.021
60004,0,0.0114
60005,0,0.0227
60006,0,0.0332
60007,0,0.028
60008,0,0.0166
60009,0,0.0191
60010,0,0.0794
60011,0,0.0163
60012,0,0.077
60013,0,0.0089
60014,0,0.0444
60015,0,0.0288
60016,0,0.2844
60017,0,0.0411
60018,0,0.0299
60019,1,0.9522
60020,0,0.0515
60021,0,0.0099
60022,0,0.2035
60023,0,0.027
60024,1,0.9753
60025,0,0.0309
60026,0,0.1601
60027,1,0.6036
60028,0,0.0086
60029,1,0.985
60030,1,0.7856
60031,0,0.0809
60032,0,0.0334
60033,0,0.0053
60034,0,0.0026
60035,0,0.1087
60036,0,0.0206
60037,0,0.0079
60038,0,0.0194
60039,0,0.0119
60040,0,0.0375
60041,0,0.0351
60042,0,0.0191
60043,0,0.0142
60044,0,0.0766
60045,0,0.0082
60046,0,0.0612
60047,0,0.0156
60048,0,0.0023
60049,0,0.0782
60050,0,0.0377
60051,1,0.9741
60052,0,0.019
60053,0,0.0182
60054,0,0.0031
60055,0,0.0271
