id,Failure_pred,prob
136637,0,0.0035
136638,1,0.9963
136639,0,0.0058
136640,0,0.0118
136641,0,0.0019
136642,0,0.002
136643,0,0.0366
136644,0,0.001
136645,0,0.0011
136646,0,0.001
136647,0,0.0106
136648,0,0.0179
136649,0,0.002
136650,0,0.0049
136651,0,0.001
136652,1,0.9875
136653,0,0.0016
136654,0,0.0017
136655,0,0.0056
136656,0,0.0044
136657,0,0.0042
136658,0,0.0017
136659,0,0.0023
136660,0,0.0017
136661,0,0.0041
136662,0,0.0117
136663,0,0.0026
136664,0,0.0172
136665,0,0.0016
136666,0,0.0004
136667,0,0.0169
136668,0,0.0034
136669,0,0.0026
136670,0,0.0047
136671,0,0.002
136672,0,0.002
136673,0,0.0013
136674,0,0.0007
136675,0,0.0029
136676,0,0.0029
136677,0,0.0036
136678,0,0.0013
136679,0,0.0023
136680,0,0.0073
136681,0,0.0019
136682,0,0.0019
136683,0,0.002
136684,0,0.0044
136685,0,0.0133
136686,0,0.0028
136687,0,0.0057
136688,0,0.0055
136689,0,0.0062
136690,0,0.0026
136691,0,0.0129
136692,0,0.0028
136693,0,0.0008
136694,0,0.001
136695,0,0.0018
136696,0,0.0059
136697,0,0.0005
136698,0,0.0061
136699,0,0.0041
136700,0,0.0013
136701,0,0.0023
136702,0,0.0013
136703,0,0.0089
136704,0,0.0007
136705,0,0.0007
136706,0,0.0015
136707,0,0.0032
136708,0,0.0106
136709,0,0.0002
136710,0,0.0021
136711,0,0.0037
136712,0,0.0005
136713,0,0.0021
136714,0,0.0138
136715,0,0.0058
136716,0,0.0018
136717,0,0.0051
136718,0,0.0154
136719,0,0.0026
136720,0,0.0002
136721,0,0.0018
136722,0,0.0012
136723,0,0.0017
136724,0,0.002
136725,0,0.0026
136726,0,0.0014
136727,0,0.0015
136728,0,0.001
136729,0,0.0032
136730,0,0.0012
136731,0,0.0094
136732,0,0.0022
136733,0,0.0018
136734,0,0.0019
136735,0,0.0017
136736,0,0.0029
136737,0,0.0012
136738,0,0.0018
136739,0,0.0068
136740,0,0.0021
136741,0,0.0201
136742,0,0.003
136743,0,0.0027
136744,0,0.0023
136745,0,0.0059
136746,0,0.0023
136747,0,0.0019
136748,0,0.001
136749,0,0.0008
136750,0,0.0032
136751,0,0.0021
136752,0,0.0009
136753,0,0.0143
136754,0,0.0024
136755,0,0.009
136756,0,0.0009
136757,0,0.0111
136758,0,0.0018
136759,0,0.0025
136760,0,0.0014
136761,0,0.001
136762,0,0.0248
136763,0,0.003
136764,0,0.0017
136765,0,0.0029
136766,0,0.0034
136767,0,0.0074
136768,0,0.0013
136769,0,0.0025
136770,0,0.002
136771,0,0.0039
136772,0,0.0144
136773,0,0.0011
136774,0,0.0014
136775,0,0.0093
136776,0,0.0006
136777,0,0.0017
136778,0,0.0028
136779,0,0.0022
136780,0,0.0007
136781,0,0.0053
136782,0,0.0026
136783,0,0.0004
136784,0,0.0012
136785,0,0.0038
136786,0,0.0027
136787,0,0.0044
136788,0,0.0137
136789,0,0.0022
136790,0,0.0008
136791,0,0.0025
136792,0,0.0044
136793,0,0.0013
136794,0,0.0051
136795,0,0.0037
136796,0,0.0032
136797,0,0.0033
136798,0,0.0049
136799,0,0.0032
136800,0,0.002
136801,0,0.0017
136802,0,0.0024
136803,0,0.0015
136804,0,0.0017
136805,0,0.0034
136806,0,0.0008
136807,0,0.0018
136808,0,0.0023
136809,0,0.001
136810,0,0.0058
136811,0,0.0065
136812,0,0.0006
136813,0,0.0189
136814,0,0.003
136815,0,0.0007
136816,0,0.0009
136817,0,0.0013
136818,0,0.0052
136819,0,0.0007
136820,0,0.0009
136821,0,0.0011
136822,0,0.0129
136823,0,0.0016
136824,0,0.0007
136825,0,0.0018
136826,1,0.997
136827,0,0.0005
136828,0,0.0011
136829,0,0.0039
136830,0,0.0027
136831,0,0.0011
136832,0,0.0024
136833,0,0.0009
136834,1,0.9989
136835,0,0.0024
136836,0,0.0024
136837,0,0.0018
136838,0,0.0023
136839,0,0.0008
136840,0,0.0024
136841,0,0.0045
136842,0,0.0027
136843,0,0.0014
136844,0,0.0036
136845,0,0.0023
136846,0,0.0019
136847,0,0.0007
136848,0,0.0015
136849,0,0.0026
136850,0,0.003
136851,0,0.0017
136852,0,0.004
136853,0,0.0049
136854,0,0.002
136855,0,0.0036
136856,0,0.0182
136857,0,0.0036
136858,0,0.002
136859,0,0.001
136860,0,0.0015
136861,0,0.0008
136862,0,0.0055
136863,0,0.0006
136864,0,0.0005
136865,0,0.0027
136866,0,0.0032
136867,0,0.0075
136868,0,0.0013
136869,0,0.0025
136870,0,0.0029
136871,0,0.0009
136872,0,0.0032
136873,0,0.001
136874,0,0.0006
136875,0,0.0013
136876,0,0.0011
136877,0,0.0036
136878,0,0.0006
136879,0,0.0055
136880,0,0.0032
136881,0,0.0026
136882,0,0.0009
136883,0,0.001
136884,0,0.0019
136885,0,0.0161
136886,0,0.0015
136887,0,0.0018
136888,0,0.0047
136889,0,0.0026
136890,0,0.0023
136891,0,0.0025
136892,0,0.0016
136893,0,0.002
136894,0,0.0007
136895,0,0.0018
136896,0,0.0011
136897,0,0.0048
136898,0,0.0021
136899,0,0.0017
136900,0,0.0016
136901,0,0.002
136902,0,0.0021
136903,0,0.0007
136904,0,0.0029
136905,0,0.0019
136906,0,0.0008
136907,0,0.0022
136908,0,0.0014
136909,0,0.0018
136910,0,0.0031
136911,0,0.0045
136912,0,0.0068
136913,0,0.0069
136914,0,0.0012
136915,0,0.003
136916,0,0.0011
136917,0,0.0024
136918,0,0.0009
136919,0,0.0024
136920,0,0.0012
136921,0,0.0087
136922,0,0.0015
136923,0,0.0011
136924,0,0.001
136925,0,0.0005
136926,0,0.0007
136927,0,0.0018
136928,0,0.0021
136929,0,0.0033
136930,0,0.0029
136931,0,0.011
136932,0,0.0061
136933,0,0.0017
136934,0,0.0033
136935,0,0.0012
136936,0,0.0048
136937,0,0.0008
136938,0,0.0011
136939,0,0.0012
136940,0,0.0017
136941,0,0.0128
136942,0,0.0013
136943,0,0.0016
136944,0,0.0673
136945,0,0.0072
136946,0,0.0042
136947,0,0.0035
136948,0,0.0007
136949,0,0.0041
136950,0,0.0018
136951,0,0.0023
136952,0,0.0008
136953,0,0.002
136954,0,0.0004
136955,0,0.0014
136956,0,0.0011
136957,0,0.002
136958,0,0.0027
136959,0,0.0023
136960,1,0.995
136961,0,0.0062
136962,0,0.002
136963,0,0.0074
136964,0,0.0043
136965,0,0.0108
136966,0,0.0132
136967,0,0.0022
136968,0,0.01
136969,0,0.0006
136970,0,0.0055
136971,0,0.0042
136972,0,0.0046
136973,0,0.0046
136974,0,0.0005
136975,0,0.0068
136976,0,0.0013
136977,0,0.0032
136978,0,0.0018
136979,0,0.001
136980,0,0.0007
136981,0,0.0011
136982,0,0.0028
136983,0,0.0014
136984,0,0.0018
136985,0,0.0148
136986,0,0.0018
136987,0,0.0048
136988,0,0.0024
136989,0,0.0028
136990,0,0.0005
136991,0,0.0018
136992,0,0.0008
136993,0,0.0014
136994,0,0.0071
136995,0,0.015
136996,0,0.0023
136997,0,0.0042
136998,0,0.003
136999,0,0.0028
137000,0,0.0205
137001,0,0.0015
137002,0,0.0029
137003,0,0.0028
137004,0,0.0395
137005,1,0.9998
137006,0,0.0005
137007,0,0.0017
137008,0,0.0034
137009,0,0.0122
137010,0,0.0053
137011,0,0.0038
137012,0,0.0133
137013,0,0.0048
137014,0,0.0008
137015,0,0.0086
137016,0,0.0041
137017,0,0.001
137018,0,0.0018
137019,0,0.0018
137020,0,0.0333
137021,0,0.0078
137022,0,0.0008
137023,0,0.0014
137024,0,0.0025
137025,0,0.0008
137026,0,0.0115
137027,0,0.0024
137028,0,0.0014
137029,0,0.001
137030,0,0.0073
137031,0,0.0085
137032,0,0.004
137033,0,0.0044
137034,0,0.0047
137035,0,0.0132
137036,0,0.0041
137037,1,0.9927
137038,0,0.004
137039,0,0.0019
137040,0,0.001
137041,0,0.0078
137042,0,0.0006
137043,0,0.0023
137044,0,0.0013
137045,0,0.0012
137046,0,0.0013
137047,0,0.0021
137048,0,0.0041
137049,0,0.0061
137050,0,0.0008
137051,0,0.0028
137052,0,0.0078
137053,0,0.0021
137054,0,0.0015
137055,0,0.0027
137056,0,0.0013
137057,0,0.0012
137058,0,0.0022
137059,0,0.0062
137060,0,0.0007
137061,0,0.0012
137062,0,0.0087
137063,0,0.0045
137064,0,0.0045
137065,0,0.011
137066,0,0.0045
137067,0,0.0012
137068,0,0.0019
137069,0,0.0026
137070,0,0.003
137071,0,0.002
137072,0,0.0009
137073,0,0.0019
137074,0,0.006
137075,0,0.0029
137076,0,0.0007
137077,0,0.0024
137078,0,0.0018
137079,0,0.004
137080,0,0.004
137081,0,0.0043
137082,0,0.0015
137083,0,0.0003
137084,0,0.0022
137085,0,0.0054
137086,0,0.0055
137087,0,0.0014
137088,0,0.0109
137089,0,0.0015
137090,0,0.0023
137091,0,0.0007
137092,0,0.0083
137093,0,0.0061
137094,0,0.0139
137095,0,0.0037
137096,0,0.001
137097,0,0.0081
137098,0,0.0053
137099,0,0.0031
137100,0,0.0013
137101,0,0.0025
137102,0,0.0053
137103,0,0.0097
137104,0,0.0006
137105,0,0.0012
137106,0,0.0212
137107,0,0.0029
137108,0,0.0013
137109,0,0.0017
137110,0,0.0094
137111,0,0.018
137112,1,0.9827
137113,0,0.0172
137114,0,0.0009
137115,0,0.0006
137116,0,0.0053
137117,0,0.001
137118,0,0.0023
137119,0,0.0102
137120,0,0.0017
137121,0,0.0009
137122,0,0.0047
137123,0,0.002
137124,0,0.0129
137125,0,0.0009
137126,0,0.0007
137127,0,0.0034
137128,0,0.0012
137129,0,0.0018
137130,0,0.0016
137131,0,0.0026
137132,0,0.0016
137133,0,0.0014
137134,0,0.0123
137135,0,0.005
137136,0,0.0008
137137,0,0.0008
137138,0,0.003
137139,0,0.001
137140,0,0.0105
137141,0,0.0016
137142,0,0.0028
137143,0,0.0019
137144,0,0.0015
137145,0,0.0008
137146,0,0.0026
137147,0,0.0006
137148,0,0.007
137149,0,0.0028
137150,0,0.0052
137151,0,0.0017
137152,0,0.0036
137153,0,0.0186
137154,0,0.0038
137155,0,0.0028
137156,0,0.0067
137157,0,0.0036
137158,0,0.0013
137159,0,0.0026
137160,0,0.0028
137161,0,0.0019
137162,0,0.003
137163,0,0.0006
137164,0,0.0021
137165,0,0.0042
137166,0,0.0024
137167,0,0.0039
137168,0,0.0028
137169,0,0.0037
137170,0,0.0015
137171,0,0.0023
137172,0,0.0011
137173,0,0.0036
137174,0,0.0004
137175,0,0.0041
137176,0,0.0016
137177,0,0.0043
137178,0,0.0016
137179,0,0.0031
137180,0,0.001
137181,0,0.003
137182,0,0.0092
137183,0,0.002
137184,0,0.0021
137185,0,0.0051
137186,0,0.0025
137187,0,0.001
137188,0,0.0085
137189,0,0.0088
137190,0,0.0013
137191,0,0.0019
137192,0,0.497
137193,0,0.0013
137194,0,0.0014
137195,0,0.0144
137196,0,0.0049
137197,0,0.0032
137198,0,0.0081
137199,0,0.0006
137200,0,0.0012
137201,0,0.0072
137202,0,0.0046
137203,0,0.0013
137204,0,0.0005
137205,0,0.0025
137206,0,0.001
137207,0,0.0061
137208,0,0.0059
137209,0,0.0013
137210,0,0.0031
137211,0,0.0024
137212,0,0.0057
137213,0,0.0019
137214,0,0.0012
137215,0,0.0044
137216,0,0.0061
137217,0,0.0028
137218,0,0.0057
137219,0,0.0017
137220,0,0.0049
137221,0,0.0044
137222,0,0.006
137223,0,0.0015
137224,0,0.0027
137225,0,0.0006
137226,0,0.0015
137227,0,0.0017
137228,0,0.0086
137229,0,0.0026
137230,0,0.0007
137231,0,0.0052
137232,0,0.0012
137233,0,0.0027
137234,0,0.0011
137235,0,0.0014
137236,0,0.0011
137237,0,0.001
137238,0,0.0013
137239,0,0.0029
137240,0,0.001
137241,0,0.0078
137242,0,0.0082
137243,0,0.0033
137244,0,0.0075
137245,0,0.011
137246,0,0.0043
137247,0,0.0009
137248,0,0.0017
137249,0,0.0099
137250,0,0.0023
137251,0,0.0033
137252,0,0.0022
137253,0,0.0015
137254,0,0.0007
137255,0,0.0061
137256,0,0.0067
137257,0,0.0013
137258,0,0.0008
137259,0,0.0009
137260,0,0.0052
137261,0,0.0031
137262,0,0.0034
137263,0,0.0071
137264,0,0.0124
137265,0,0.0085
137266,0,0.0014
137267,0,0.0005
137268,0,0.0006
137269,0,0.0013
137270,0,0.001
137271,0,0.001
137272,0,0.0183
137273,0,0.0009
137274,0,0.0012
137275,0,0.002
137276,0,0.0009
137277,0,0.0042
137278,0,0.0019
137279,0,0.0069
137280,0,0.0004
137281,0,0.0022
137282,0,0.0022
137283,0,0.0065
137284,0,0.0023
137285,0,0.002
137286,0,0.0035
137287,0,0.0022
137288,0,0.0104
137289,0,0.0012
137290,0,0.0016
137291,0,0.0009
137292,0,0.0028
137293,0,0.0033
137294,0,0.0031
137295,0,0.0016
137296,0,0.0036
137297,0,0.0039
137298,0,0.0063
137299,0,0.0011
137300,0,0.0066
137301,0,0.0018
137302,0,0.0009
137303,0,0.0043
137304,0,0.0055
137305,0,0.0172
137306,0,0.0055
137307,0,0.002
137308,0,0.0029
137309,0,0.0013
137310,0,0.0027
137311,0,0.0039
137312,0,0.0094
137313,0,0.0012
137314,0,0.0012
137315,0,0.0031
137316,0,0.0007
137317,0,0.0014
137318,0,0.0022
137319,0,0.0031
137320,0,0.0033
137321,0,0.0009
137322,0,0.0019
137323,0,0.0081
137324,0,0.0081
137325,0,0.0111
137326,0,0.0006
137327,0,0.0029
137328,0,0.0083
137329,0,0.0016
137330,0,0.0076
137331,0,0.0065
137332,0,0.0016
137333,0,0.0036
137334,0,0.0033
137335,0,0.0023
137336,0,0.0161
137337,0,0.0013
137338,0,0.0032
137339,0,0.0014
137340,0,0.0006
137341,0,0.0006
137342,0,0.0009
137343,0,0.0033
137344,0,0.0039
137345,0,0.0016
137346,0,0.0056
137347,0,0.0051
137348,0,0.0027
137349,0,0.0015
137350,0,0.0014
137351,0,0.0075
137352,0,0.0017
137353,0,0.0039
137354,0,0.0005
137355,0,0.0014
137356,0,0.0004
137357,0,0.0011
137358,0,0.0005
137359,0,0.0015
137360,0,0.0041
137361,0,0.0011
137362,0,0.0022
137363,0,0.001
137364,0,0.0055
137365,0,0.0006
137366,0,0.0044
137367,0,0.0236
137368,0,0.0012
137369,0,0.0027
137370,0,0.0007
137371,0,0.0061
137372,0,0.0014
137373,0,0.0026
137374,0,0.0008
137375,0,0.0011
137376,0,0.0015
137377,0,0.0004
137378,0,0.002
137379,1,0.9972
137380,0,0.0119
137381,0,0.0011
137382,0,0.0006
137383,0,0.0022
137384,0,0.0024
137385,1,0.9842
137386,0,0.0005
137387,0,0.0002
137388,0,0.0007
137389,0,0.0012
137390,0,0.0005
137391,0,0.0009
137392,0,0.0008
137393,0,0.0035
137394,0,0.0027
137395,0,0.0015
137396,0,0.001
137397,0,0.0032
137398,0,0.0015
137399,0,0.0212
137400,0,0.0009
137401,0,0.007
137402,0,0.0013
137403,0,0.0124
137404,0,0.004
137405,0,0.0027
137406,0,0.0047
137407,0,0.001
137408,0,0.0024
137409,0,0.0077
137410,0,0.0036
137411,0,0.0012
137412,0,0.0011
137413,0,0.0059
137414,0,0.0009
137415,0,0.0018
137416,0,0.0007
137417,0,0.0063
137418,0,0.0018
137419,0,0.0052
137420,0,0.0026
137421,0,0.0005
137422,0,0.0025
137423,0,0.0086
137424,0,0.0077
137425,0,0.0026
137426,0,0.009
137427,0,0.0049
137428,0,0.0025
137429,0,0.0015
137430,0,0.0049
137431,0,0.0059
137432,0,0.0022
137433,0,0.0028
137434,0,0.0032
137435,0,0.0031
137436,0,0.001
137437,1,0.9861
137438,0,0.0011
137439,0,0.0007
137440,0,0.0034
137441,0,0.0066
137442,0,0.004
137443,0,0.0062
137444,0,0.0033
137445,0,0.0025
137446,0,0.0045
137447,0,0.0037
137448,0,0.0011
137449,0,0.002
137450,0,0.0014
137451,0,0.0023
137452,0,0.0013
137453,0,0.001
137454,0,0.0049
137455,0,0.0052
137456,0,0.002
137457,0,0.0013
137458,0,0.0033
137459,0,0.0011
137460,0,0.0043
137461,0,0.0041
137462,0,0.002
137463,0,0.008
137464,0,0.0011
137465,0,0.0017
137466,0,0.0011
137467,0,0.0118
137468,0,0.0026
137469,0,0.0004
137470,0,0.0021
137471,0,0.0026
137472,0,0.0007
137473,0,0.0032
137474,0,0.0012
137475,0,0.0016
137476,0,0.0037
137477,0,0.0042
137478,0,0.0164
137479,0,0.0023
137480,0,0.006
137481,0,0.0015
137482,0,0.0014
137483,0,0.0013
137484,0,0.0012
137485,0,0.0006
137486,0,0.0116
137487,0,0.0123
137488,0,0.0011
137489,0,0.003
137490,0,0.009
137491,0,0.0026
137492,0,0.0011
137493,0,0.0091
137494,0,0.0021
137495,0,0.0017
137496,0,0.0005
137497,0,0.0022
137498,0,0.0051
137499,0,0.0035
137500,0,0.0016
137501,0,0.001
137502,0,0.0008
137503,0,0.0045
137504,0,0.0048
137505,0,0.001
137506,0,0.0045
137507,0,0.011
137508,0,0.0006
137509,0,0.0026
137510,0,0.0028
137511,0,0.0008
137512,0,0.0014
137513,0,0.0036
137514,0,0.0014
137515,0,0.0023
137516,0,0.001
137517,0,0.0014
137518,0,0.0009
137519,0,0.0049
137520,0,0.0018
137521,0,0.0021
137522,0,0.0014
137523,0,0.0036
137524,0,0.0031
137525,0,0.0019
137526,0,0.0014
137527,0,0.0061
137528,0,0.0154
137529,0,0.0011
137530,0,0.0023
137531,0,0.0072
137532,0,0.0017
137533,0,0.0038
137534,0,0.0016
137535,0,0.0021
137536,0,0.0041
137537,1,0.9821
137538,0,0.0018
137539,0,0.0011
137540,0,0.0107
137541,0,0.0014
137542,0,0.0023
137543,0,0.0023
137544,0,0.0018
137545,0,0.0009
137546,0,0.0011
137547,0,0.0009
137548,0,0.0024
137549,0,0.0024
137550,0,0.0034
137551,0,0.0014
137552,0,0.0019
137553,0,0.0009
137554,0,0.0039
137555,0,0.0036
137556,0,0.0095
137557,0,0.0021
137558,0,0.0019
137559,0,0.0001
137560,0,0.0006
137561,0,0.0015
137562,0,0.0057
137563,0,0.0008
137564,0,0.0022
137565,0,0.0035
137566,0,0.0114
137567,0,0.0011
137568,0,0.001
137569,0,0.0027
137570,0,0.0024
137571,0,0.0014
137572,0,0.0016
137573,0,0.0057
137574,0,0.0106
137575,0,0.0018
137576,0,0.0022
137577,0,0.0024
137578,0,0.0019
137579,0,0.0012
137580,0,0.0023
137581,0,0.0036
137582,0,0.0064
137583,0,0.0008
137584,0,0.0012
137585,0,0.001
137586,0,0.0038
137587,0,0.0139
137588,0,0.0041
137589,0,0.003
137590,0,0.0122
137591,0,0.002
137592,0,0.0025
137593,0,0.006
137594,0,0.0042
137595,0,0.0012
137596,0,0.0022
137597,0,0.002
137598,0,0.0025
137599,0,0.0029
137600,0,0.0016
137601,0,0.0042
137602,0,0.0077
137603,0,0.0012
137604,0,0.0013
137605,0,0.0072
137606,0,0.0012
137607,0,0.0011
137608,0,0.0107
137609,0,0.0026
137610,0,0.0025
137611,0,0.0046
137612,0,0.0042
137613,0,0.0015
137614,0,0.0019
137615,0,0.0062
137616,0,0.0015
137617,0,0.0043
137618,0,0.0014
137619,0,0.0012
137620,0,0.0003
137621,0,0.0011
137622,0,0.0054
137623,0,0.0046
137624,0,0.005
137625,0,0.0046
137626,0,0.0023
137627,0,0.0024
137628,0,0.0025
137629,0,0.0007
137630,1,0.9878
137631,0,0.0011
137632,0,0.007
137633,0,0.0016
137634,0,0.0046
137635,0,0.002
137636,0,0.008
137637,0,0.0026
137638,0,0.0014
137639,0,0.0125
137640,0,0.0009
137641,0,0.0155
137642,0,0.007
137643,0,0.0037
137644,0,0.0026
137645,0,0.0043
137646,0,0.0167
137647,0,0.0019
137648,0,0.0025
137649,0,0.0004
137650,0,0.0008
137651,0,0.0016
137652,0,0.001
137653,0,0.0018
137654,0,0.004
137655,0,0.0032
137656,0,0.0012
137657,0,0.0017
137658,0,0.0012
137659,0,0.0017
137660,0,0.0009
137661,0,0.004
137662,0,0.0026
137663,0,0.0014
137664,0,0.0107
137665,0,0.0008
137666,0,0.0013
137667,0,0.0013
137668,0,0.0017
137669,0,0.0117
137670,0,0.0018
137671,0,0.0011
137672,0,0.0023
137673,0,0.0089
137674,0,0.0202
137675,0,0.0012
137676,0,0.0096
137677,0,0.0171
137678,0,0.0014
137679,0,0.007
137680,0,0.0006
137681,0,0.0007
137682,0,0.0012
137683,0,0.0023
137684,0,0.0022
137685,0,0.0024
137686,0,0.0051
137687,0,0.0019
137688,0,0.0009
137689,0,0.0006
137690,0,0.0011
137691,0,0.0122
137692,0,0.0038
137693,0,0.0009
137694,0,0.0022
137695,0,0.0022
137696,0,0.0004
137697,0,0.0022
137698,0,0.0015
137699,0,0.0048
137700,0,0.0021
137701,0,0.0018
137702,0,0.0008
137703,0,0.0014
137704,0,0.0011
137705,0,0.0063
137706,0,0.0024
137707,0,0.0045
137708,0,0.0014
137709,0,0.0045
137710,0,0.0017
137711,0,0.002
137712,0,0.041
137713,0,0.0011
137714,0,0.0095
137715,0,0.0022
137716,0,0.001
137717,0,0.0011
137718,0,0.0044
137719,0,0.0101
137720,0,0.0125
137721,0,0.0028
137722,0,0.0027
137723,0,0.0023
137724,0,0.0062
137725,0,0.0115
137726,0,0.0026
137727,0,0.0103
137728,0,0.0011
137729,0,0.0042
137730,0,0.0007
137731,0,0.0012
137732,0,0.0026
137733,0,0.0018
137734,0,0.0007
137735,0,0.005
137736,0,0.0034
137737,0,0.0041
137738,0,0.0014
137739,0,0.0039
137740,0,0.004
137741,0,0.0087
137742,0,0.0013
137743,0,0.001
137744,0,0.004
137745,0,0.0014
137746,0,0.0013
137747,0,0.0012
137748,0,0.0012
137749,0,0.0054
137750,0,0.0019
137751,0,0.0128
137752,0,0.0009
137753,0,0.0024
137754,0,0.0098
137755,0,0.0082
137756,0,0.0023
137757,0,0.0024
137758,0,0.0025
137759,0,0.001
137760,0,0.0036
137761,0,0.0022
137762,0,0.0013
137763,0,0.0016
137764,0,0.0015
137765,0,0.0036
137766,0,0.0021
137767,0,0.0018
137768,0,0.0016
137769,0,0.0028
137770,0,0.0019
137771,0,0.0004
137772,0,0.0013
137773,0,0.0028
137774,0,0.0019
137775,0,0.0018
137776,0,0.0004
137777,0,0.0035
137778,0,0.0037
137779,0,0.0033
137780,0,0.0027
137781,0,0.0098
137782,0,0.001
137783,0,0.0013
137784,0,0.0014
137785,0,0.0034
137786,0,0.0009
137787,0,0.0013
137788,0,0.0048
137789,0,0.002
137790,0,0.0037
137791,0,0.0015
137792,0,0.0037
137793,0,0.0009
137794,0,0.002
137795,0,0.0025
137796,0,0.0016
137797,0,0.0013
137798,0,0.0072
137799,0,0.0041
137800,0,0.0024
137801,0,0.0057
137802,0,0.002
137803,0,0.0008
137804,0,0.0008
137805,0,0.0015
137806,0,0.0025
137807,0,0.0291
137808,0,0.0051
137809,1,0.9958
137810,0,0.0011
137811,0,0.0006
137812,0,0.0016
137813,0,0.0008
137814,0,0.0043
137815,0,0.0016
137816,0,0.0035
137817,0,0.0122
137818,0,0.002
137819,0,0.0052
137820,0,0.002
137821,0,0.0013
137822,0,0.007
137823,0,0.0019
137824,0,0.0009
137825,0,0.0494
137826,0,0.0019
137827,0,0.0025
137828,0,0.0015
137829,0,0.005
137830,0,0.0052
137831,0,0.0018
137832,0,0.0021
137833,0,0.0077
137834,0,0.0051
137835,0,0.0039
137836,0,0.0016
137837,0,0.0035
137838,0,0.0013
137839,0,0.0012
137840,0,0.0014
